Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
65,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8894389438943895,1212|161|153|212|179|180|163|164|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,615|85|73|105|95|93|72|92|,597|76|80|107|84|87|91|72|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1212,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1212|161|153|212|179|180|163|164|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1212|161|153|212|179|180|163|164|,0|0|0|0|0|0|0|0|,1212|161|153|212|179|180|163|164|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1212|161|153|212|179|180|163|164|,134|16|19|25|15|26|16|17|,1078|145|134|187|164|154|147|147|,20|20|20|20|20|19|20|20|,0.8637415721770196|0.860065198101925|0.8519586483831005|0.8609269312922748|0.8640023719609251|0.8605092592592593|0.8668749294290339|0.8448654074955384|,0.8646864686468647|0.8354037267080745|0.869281045751634|0.8608490566037735|0.8603351955307262|0.8722222222222222|0.9079754601226994|0.8475609756097561|,0.03259075907590759,0.04950495049504951,0.1905940594059406,0.18605610561056105,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212|161|153|212|179|180|163|164|,145|134|187|164|154|147|147|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
66,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.0974025974025974,1078|145|134|187|164|154|147|147|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,553|76|66|97|87|79|67|81|,525|69|68|90|77|75|80|66|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,553|76|66|97|87|79|67|81|,525|69|68|90|77|75|80|66|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1078,0,553,2513|369|299|430|381|380|296|358|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,3591|514|433|617|545|534|443|505|,1491|214|133|317|245|234|143|205|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100|300|300|300|300|300|300|300|,624|84|89|89|87|87|98|90|,1476|216|211|211|213|213|202|210|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1476|190|205|215|205|201|222|238|,293|34|39|44|42|37|46|51|,1183|156|166|171|163|164|176|187|,20|20|20|20|20|19|20|20|,0.8644600992699323|0.8594887039239001|0.8494235910002228|0.8601261116989334|0.8642642028554433|0.8595462978579862|0.8686426951733074|0.846603267157203|,0.865491651205937|0.8344827586206897|0.8619402985074627|0.8663101604278075|0.8658536585365854|0.8701298701298701|0.9115646258503401|0.8469387755102041|,0.032467532467532464,0.050556586270871985,0.18970315398886828,0.18181818181818182,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078|145|134|187|164|154|147|147|,156|166|171|163|164|176|187|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,72|88|93|72|84|101|96|,0|0|0|0|0|0|0|,0,0,0,0,0,0
67,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8918005071851226,1183|156|166|171|163|164|176|187|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,591|75|76|81|94|80|85|100|,592|81|90|90|69|84|91|87|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1183,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1183|156|166|171|163|164|176|187|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1183|156|166|171|163|164|176|187|,0|0|0|0|0|0|0|0|,1183|156|166|171|163|164|176|187|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1183|156|166|171|163|164|176|187|,128|12|25|20|18|18|18|17|,1055|144|141|151|145|146|158|170|,20|20|20|20|20|20|20|20|,0.8631000315115017|0.8618096646942801|0.8516747713746553|0.8619489757532233|0.859337950242764|0.8563262195121951|0.8551701317148761|0.8618705138837256|,0.8499577345731192|0.8365384615384616|0.8042168674698795|0.847953216374269|0.8680981595092024|0.8170731707317073|0.8948863636363636|0.8743315508021391|,0.027472527472527472,0.04142011834319527,0.19737954353338968,0.17032967032967034,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183|156|166|171|163|164|176|187|,144|141|151|145|146|158|170|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
68,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9469194312796209,1055|144|141|151|145|146|158|170|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,531|68|68|72|85|71|75|92|,524|76|73|79|60|75|83|78|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,531|68|68|72|85|71|75|92|,524|76|73|79|60|75|83|78|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1055,0,531,1608|206|233|199|294|181|214|281|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2663|350|374|350|439|327|372|451|,563|50|74|50|139|27|72|151|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2101|300|300|301|300|300|300|300|,835|120|110|129|101|132|127|116|,1266|180|190|172|199|168|173|184|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1266|170|177|177|194|171|184|193|,267|43|36|32|39|43|32|42|,999|127|141|145|155|128|152|151|,20|20|20|20|20|19|20|20|,0.8640425866445048|0.8642216435185186|0.8468889894874503|0.8633502916538748|0.8607134363852557|0.8574779508350535|0.8545605672167922|0.8624913494809688|,0.8516587677725118|0.84375|0.8014184397163121|0.8509933774834437|0.8793103448275862|0.8253424657534246|0.8860759493670886|0.8676470588235294|,0.02985781990521327,0.04312796208530806,0.1957345971563981,0.16824644549763032,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055|144|141|151|145|146|158|170|,127|141|145|155|128|152|151|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,62|66|70|76|68|72|80|,0|0|0|0|0|0|0|,0,0,0,0,0,0
69,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8958958958958959,999|127|141|145|155|128|152|151|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,500|66|57|71|84|56|88|78|,499|61|84|74|71|72|64|73|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,999,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,999|127|141|145|155|128|152|151|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,999|127|141|145|155|128|152|151|,0|0|0|0|0|0|0|0|,999|127|141|145|155|128|152|151|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,999|127|141|145|155|128|152|151|,104|17|7|21|15|18|13|13|,895|110|134|124|140|110|139|138|,20|20|20|20|20|20|20|20|,0.863893172451731|0.8622977245954492|0.8487877873346411|0.8618073721759809|0.8579812695109261|0.848785400390625|0.8661054362880887|0.8617165913775712|,0.8708708708708709|0.8464566929133859|0.8652482269503546|0.903448275862069|0.8806451612903226|0.8515625|0.8881578947368421|0.8543046357615894|,0.02702702702702703,0.05405405405405406,0.22522522522522523,0.15615615615615616,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999|127|141|145|155|128|152|151|,110|134|124|140|110|139|138|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
70,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.2893854748603353,895|110|134|124|140|110|139|138|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,448|60|53|61|76|50|81|67|,447|50|81|63|64|60|58|71|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,448|60|53|61|76|50|81|67|,447|50|81|63|64|60|58|71|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,895,0,448,1998|238|218|267|374|254|339|308|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2893|348|352|391|514|364|478|446|,793|48|52|91|214|64|178|146|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2101|301|300|300|300|300|300|300|,657|91|112|99|83|85|90|97|,1444|210|188|201|217|215|210|203|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1444|217|196|200|196|181|224|230|,290|46|40|47|30|35|53|39|,1154|171|156|153|166|146|171|191|,20|20|20|20|20|20|20|20|,0.8651368559033739|0.8655165289256198|0.8478642236578302|0.8646917273673257|0.8589413265306123|0.8494628099173553|0.8659360281558925|0.862738920394875|,0.8709497206703911|0.85|0.8582089552238806|0.907258064516129|0.8785714285714286|0.8590909090909091|0.8884892086330936|0.8514492753623188|,0.027374301675977653,0.05195530726256983,0.2245810055865922,0.15418994413407822,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895|110|134|124|140|110|139|138|,171|156|153|166|146|171|191|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,97|87|76|84|80|86|111|,0|0|0|0|0|0|0|,0,0,0,0,0,0
71,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8942807625649913,1154|171|156|153|166|146|171|191|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,604|94|78|82|84|73|91|102|,550|77|78|71|82|73|80|89|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1154,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1154|171|156|153|166|146|171|191|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1154|171|156|153|166|146|171|191|,0|0|0|0|0|0|0|0|,1154|171|156|153|166|146|171|191|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1154|171|156|153|166|146|171|191|,122|24|13|22|11|16|16|20|,1032|147|143|131|155|130|155|171|,20|20|20|20|20|20|20|20|,0.8613426210993935|0.85215963886324|0.8547830374753452|0.8584945960955188|0.8571545217012629|0.8514144304747607|0.8620943196197121|0.8626682382610126|,0.8574523396880416|0.8333333333333334|0.8653846153846154|0.8529411764705882|0.8614457831325302|0.8321917808219178|0.8625730994152047|0.887434554973822|,0.03596187175043328,0.042027729636048526,0.24783362218370883,0.15337954939341422,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154|171|156|153|166|146|171|191|,147|143|131|155|130|155|171|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
72,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.2141472868217054,1032|147|143|131|155|130|155|171|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,546|82|73|69|80|64|87|91|,486|65|70|62|75|66|68|80|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,546|82|73|69|80|64|87|91|,486|65|70|62|75|66|68|80|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1032,0,546,2838|371|343|438|447|316|426|497|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,3870|518|486|569|602|446|581|668|,1770|218|186|269|302|146|281|368|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100|300|300|300|300|300|300|300|,547|85|83|72|72|91|80|64|,1553|215|217|228|228|209|220|236|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1553|231|213|230|223|204|215|237|,300|48|45|45|44|32|45|41|,1253|183|168|185|179|172|170|196|,20|20|20|20|20|20|20|20|,0.8601543251607475|0.850617798139664|0.8516186610592205|0.8592156634228775|0.8546618106139439|0.8523224852071006|0.8603433922996878|0.8600680551280736|,0.8561046511627907|0.8333333333333334|0.8601398601398601|0.8473282442748091|0.8580645161290322|0.8384615384615385|0.8612903225806452|0.8859649122807017|,0.03391472868217054,0.04263565891472868,0.2543604651162791,0.15503875968992248,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032|147|143|131|155|130|155|171|,183|168|185|179|172|170|196|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,91|82|94|86|86|78|89|,0|0|0|0|0|0|0|,0,0,0,0,0,0
73,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.897047086991221,1253|183|168|185|179|172|170|196|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,617|90|72|95|93|75|87|105|,636|93|96|90|86|97|83|91|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1253,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1253|183|168|185|179|172|170|196|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1253|183|168|185|179|172|170|196|,0|0|0|0|0|0|0|0|,1253|183|168|185|179|172|170|196|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1253|183|168|185|179|172|170|196|,129|16|19|20|12|19|19|24|,1124|167|149|165|167|153|151|172|,20|20|20|20|20|20|20|20|,0.8602646545338275|0.8583938009495655|0.8534934807256236|0.864945215485756|0.8518304672138822|0.8498343699296917|0.8609083044982699|0.8561601936693044|,0.8507581803671189|0.8333333333333334|0.8630952380952381|0.8540540540540541|0.8212290502793296|0.8372093023255814|0.8676470588235294|0.8775510204081632|,0.04110135674381484,0.044293695131683956,0.24501197126895452,0.1596169193934557,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1253|183|168|185|179|172|170|196|,167|149|165|167|153|151|172|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
74,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9128113879003559,1124|167|149|165|167|153|151|172|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,548|78|66|81|88|66|79|90|,576|89|83|84|79|87|72|82|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,548|78|66|81|88|66|79|90|,576|89|83|84|79|87|72|82|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1124,0,548,1756|275|184|240|274|262|250|271|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2880|442|333|405|441|415|401|443|,780|142|33|105|141|115|101|143|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100|300|301|300|299|300|300|300|,830|109|132|128|115|113|119|114|,1270|191|169|172|184|187|181|186|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1270|189|168|191|186|189|182|165|,244|37|31|41|40|32|36|27|,1026|152|137|150|146|157|146|138|,20|20|20|20|20|20|20|20|,0.8603181079900204|0.8573810462906523|0.8536665015089411|0.8646831955922865|0.850640037290688|0.8491071809987611|0.8615850182009561|0.858521498107085|,0.8483096085409253|0.8263473053892215|0.8557046979865772|0.8545454545454545|0.8203592814371258|0.8431372549019608|0.8708609271523179|0.8691860465116279|,0.036476868327402136,0.04403914590747331,0.24555160142348753,0.16236654804270462,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124|167|149|165|167|153|151|172|,152|137|150|146|157|146|138|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,81|69|78|68|79|77|80|,0|0|0|0|0|0|0|,0,0,0,0,0,0
75,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8957115009746589,1026|152|137|150|146|157|146|138|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,503|70|72|64|71|82|64|80|,523|82|65|86|75|75|82|58|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1026,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1026|152|137|150|146|157|146|138|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1026|152|137|150|146|157|146|138|,0|0|0|0|0|0|0|0|,1026|152|137|150|146|157|146|138|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1026|152|137|150|146|157|146|138|,107|13|17|19|16|15|16|11|,919|139|120|131|130|142|130|127|,20|20|20|20|20|20|20|20|,0.8587483233207559|0.8647420360110804|0.8572379988278545|0.8518888888888889|0.8539711953462188|0.8508560184997362|0.8549915556389567|0.8549543163201009|,0.8421052631578947|0.8322368421052632|0.8467153284671532|0.8466666666666667|0.815068493150685|0.8535031847133758|0.863013698630137|0.8369565217391305|,0.030214424951267055,0.039473684210526314,0.2378167641325536,0.1783625730994152,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1026|152|137|150|146|157|146|138|,139|120|131|130|142|130|127|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
